Name,Program,Notes,Don't show on website,Start,End,Site,Estimated Cost,Total Service Hours,Total Prep Hours (entered in minutes),Num Participants,Map,Program Name,Description,Pictures,Age Group,Female,Male,Summary of Event,Staffed By,Num Caucasian,Num Hispanic,Num Asian,Num African American,Num Age: k-5,Num Age: 6-8,Num Age: 9-12,Num Age: Adult,Num Other/Prefer not to say,Address,Adults
Oct 26th Fri 9:00 AM to 2:00 PM Invent to Learn at IDEAS Academy,Invent to Learn at IDEAS Academy,,,"October 26, 2018 9:00am","October 26, 2018 2:00pm",Houston Community College - West Houston Institute,,5:00,,,"https://maps.google.com/maps?hl=en&q=Houston+Community+College+-+West+Houston+Institute+2811+Hayes+Rd,++Houston+TX+77082",Invent to Learn,The Invent to Learn program at HCC West Houston Institute builds the creative and maker capacity of students in IDEAS Academy.  Students are empowered to imagine innovative solutions based on their intent and purpose through project-based learning.,My Post (2).jpg (https://dl.airtable.com/q9X3rHqoSCq8wDMpJjSq_My%20Post%20(2).jpg),9th-12,,,,,,,,,,,,,,"2811 Hayes Rd, 
Houston TX
77082",
Oct 29th Mon 4:00 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"October 29, 2018 4:00pm","October 29, 2018 6:00pm",Gallegos Elementary School,,2:00,,,"https://maps.google.com/maps?hl=en&q=Gallegos+Elementary+School+7415+Harrisburg+Blvd,++Houston+TX+77011",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"7415 Harrisburg Blvd, 
Houston TX
77011",
Oct 29th Mon 5:00 PM to 7:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"October 29, 2018 5:00pm","October 29, 2018 7:00pm",Leonel Castillo Baker Ripley Community Center,,2:00,,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Oct 30th Tue 4:00 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"October 30, 2018 4:00pm","October 30, 2018 6:00pm",Gallegos Elementary School,,2:00,,,"https://maps.google.com/maps?hl=en&q=Gallegos+Elementary+School+7415+Harrisburg+Blvd,++Houston+TX+77011",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"7415 Harrisburg Blvd, 
Houston TX
77011",
Oct 31st Wed 5:00 PM to 7:00 PM Creative Coding - Friends,Creative Coding - Friends,,,"October 31, 2018 5:00pm","October 31, 2018 7:00pm",Leonel Castillo Baker Ripley Community Center,,2:00,,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create cool projects with a friend! Design and program your own two-player games, create animated stories, and imagine
your future. Learn about how people change
the world with computers. Grab a friend and sign up!
You don’t need any experience with computers to sign up. Just bring your creativity and curiosity!",Image Copied on 2018-10-04 at 14.51.00 PM.png (https://dl.airtable.com/hfiNcc0SoOu249WXvM7Q_Image%20Copied%20on%202018-10-04%20at%2014.51.00%20PM.png),6th-8th,,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Nov 2nd Fri 9:00 AM to 2:00 PM Invent to Learn at IDEAS Academy,Invent to Learn at IDEAS Academy,,,"November 2, 2018 9:00am","November 2, 2018 2:00pm",Houston Community College - West Houston Institute,,5:00,,,"https://maps.google.com/maps?hl=en&q=Houston+Community+College+-+West+Houston+Institute+2811+Hayes+Rd,++Houston+TX+77082",Invent to Learn,The Invent to Learn program at HCC West Houston Institute builds the creative and maker capacity of students in IDEAS Academy.  Students are empowered to imagine innovative solutions based on their intent and purpose through project-based learning.,My Post (2).jpg (https://dl.airtable.com/q9X3rHqoSCq8wDMpJjSq_My%20Post%20(2).jpg),9th-12,,,,,,,,,,,,,,"2811 Hayes Rd, 
Houston TX
77082",
Nov 5th Mon 4:00 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"November 5, 2018 4:00pm","November 5, 2018 6:00pm",Gallegos Elementary School,,2:00,,,"https://maps.google.com/maps?hl=en&q=Gallegos+Elementary+School+7415+Harrisburg+Blvd,++Houston+TX+77011",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"7415 Harrisburg Blvd, 
Houston TX
77011",
Nov 5th Mon 5:00 PM to 7:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"November 5, 2018 5:00pm","November 5, 2018 7:00pm",Leonel Castillo Baker Ripley Community Center,,2:00,,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Nov 6th Tue 4:00 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"November 6, 2018 4:00pm","November 6, 2018 6:00pm",Gallegos Elementary School,,2:00,,,"https://maps.google.com/maps?hl=en&q=Gallegos+Elementary+School+7415+Harrisburg+Blvd,++Houston+TX+77011",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"7415 Harrisburg Blvd, 
Houston TX
77011",
Nov 7th Wed 5:00 PM to 7:00 PM Creative Coding - Friends,Creative Coding - Friends,,,"November 7, 2018 5:00pm","November 7, 2018 7:00pm",Leonel Castillo Baker Ripley Community Center,,2:00,,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create cool projects with a friend! Design and program your own two-player games, create animated stories, and imagine
your future. Learn about how people change
the world with computers. Grab a friend and sign up!
You don’t need any experience with computers to sign up. Just bring your creativity and curiosity!",Image Copied on 2018-10-04 at 14.51.00 PM.png (https://dl.airtable.com/hfiNcc0SoOu249WXvM7Q_Image%20Copied%20on%202018-10-04%20at%2014.51.00%20PM.png),6th-8th,,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Nov 9th Fri 9:00 AM to 2:00 PM Invent to Learn at IDEAS Academy,Invent to Learn at IDEAS Academy,,,"November 9, 2018 9:00am","November 9, 2018 2:00pm",Houston Community College - West Houston Institute,,5:00,,,"https://maps.google.com/maps?hl=en&q=Houston+Community+College+-+West+Houston+Institute+2811+Hayes+Rd,++Houston+TX+77082",Invent to Learn,The Invent to Learn program at HCC West Houston Institute builds the creative and maker capacity of students in IDEAS Academy.  Students are empowered to imagine innovative solutions based on their intent and purpose through project-based learning.,My Post (2).jpg (https://dl.airtable.com/q9X3rHqoSCq8wDMpJjSq_My%20Post%20(2).jpg),9th-12,,,,,,,,,,,,,,"2811 Hayes Rd, 
Houston TX
77082",
Nov 12th Mon 4:00 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"November 12, 2018 4:00pm","November 12, 2018 6:00pm",Gallegos Elementary School,,2:00,,,"https://maps.google.com/maps?hl=en&q=Gallegos+Elementary+School+7415+Harrisburg+Blvd,++Houston+TX+77011",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"7415 Harrisburg Blvd, 
Houston TX
77011",
Nov 12th Mon 5:00 PM to 7:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"November 12, 2018 5:00pm","November 12, 2018 7:00pm",Leonel Castillo Baker Ripley Community Center,,2:00,,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Nov 13th Tue 4:00 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"November 13, 2018 4:00pm","November 13, 2018 6:00pm",Gallegos Elementary School,,2:00,,,"https://maps.google.com/maps?hl=en&q=Gallegos+Elementary+School+7415+Harrisburg+Blvd,++Houston+TX+77011",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"7415 Harrisburg Blvd, 
Houston TX
77011",
Nov 14th Wed 5:00 PM to 7:00 PM Creative Coding - Friends,Creative Coding - Friends,,,"November 14, 2018 5:00pm","November 14, 2018 7:00pm",Leonel Castillo Baker Ripley Community Center,,2:00,,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create cool projects with a friend! Design and program your own two-player games, create animated stories, and imagine
your future. Learn about how people change
the world with computers. Grab a friend and sign up!
You don’t need any experience with computers to sign up. Just bring your creativity and curiosity!",Image Copied on 2018-10-04 at 14.51.00 PM.png (https://dl.airtable.com/hfiNcc0SoOu249WXvM7Q_Image%20Copied%20on%202018-10-04%20at%2014.51.00%20PM.png),6th-8th,,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Nov 16th Fri 9:00 AM to 2:00 PM Invent to Learn at IDEAS Academy,Invent to Learn at IDEAS Academy,,,"November 16, 2018 9:00am","November 16, 2018 2:00pm",Houston Community College - West Houston Institute,,5:00,,,"https://maps.google.com/maps?hl=en&q=Houston+Community+College+-+West+Houston+Institute+2811+Hayes+Rd,++Houston+TX+77082",Invent to Learn,The Invent to Learn program at HCC West Houston Institute builds the creative and maker capacity of students in IDEAS Academy.  Students are empowered to imagine innovative solutions based on their intent and purpose through project-based learning.,My Post (2).jpg (https://dl.airtable.com/q9X3rHqoSCq8wDMpJjSq_My%20Post%20(2).jpg),9th-12,,,,,,,,,,,,,,"2811 Hayes Rd, 
Houston TX
77082",
Nov 19th Mon 5:00 PM to 7:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"November 19, 2018 5:00pm","November 19, 2018 7:00pm",Leonel Castillo Baker Ripley Community Center,,2:00,,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Nov 26th Mon 4:00 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"November 26, 2018 4:00pm","November 26, 2018 6:00pm",Gallegos Elementary School,,2:00,,,"https://maps.google.com/maps?hl=en&q=Gallegos+Elementary+School+7415+Harrisburg+Blvd,++Houston+TX+77011",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"7415 Harrisburg Blvd, 
Houston TX
77011",
Nov 26th Mon 5:00 PM to 7:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"November 26, 2018 5:00pm","November 26, 2018 7:00pm",Leonel Castillo Baker Ripley Community Center,,2:00,,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Nov 27th Tue 4:00 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"November 27, 2018 4:00pm","November 27, 2018 6:00pm",Gallegos Elementary School,,2:00,,,"https://maps.google.com/maps?hl=en&q=Gallegos+Elementary+School+7415+Harrisburg+Blvd,++Houston+TX+77011",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"7415 Harrisburg Blvd, 
Houston TX
77011",
Nov 28th Wed 5:00 PM to 7:00 PM Creative Coding - Friends,Creative Coding - Friends,,,"November 28, 2018 5:00pm","November 28, 2018 7:00pm",Leonel Castillo Baker Ripley Community Center,,2:00,,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create cool projects with a friend! Design and program your own two-player games, create animated stories, and imagine
your future. Learn about how people change
the world with computers. Grab a friend and sign up!
You don’t need any experience with computers to sign up. Just bring your creativity and curiosity!",Image Copied on 2018-10-04 at 14.51.00 PM.png (https://dl.airtable.com/hfiNcc0SoOu249WXvM7Q_Image%20Copied%20on%202018-10-04%20at%2014.51.00%20PM.png),6th-8th,,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Dec 3rd Mon 4:00 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"December 3, 2018 4:00pm","December 3, 2018 6:00pm",Gallegos Elementary School,,2:00,,,"https://maps.google.com/maps?hl=en&q=Gallegos+Elementary+School+7415+Harrisburg+Blvd,++Houston+TX+77011",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"7415 Harrisburg Blvd, 
Houston TX
77011",
Dec 3rd Mon 5:00 PM to 7:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"December 3, 2018 5:00pm","December 3, 2018 7:00pm",Leonel Castillo Baker Ripley Community Center,,2:00,,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Dec 4th Tue 4:00 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"December 4, 2018 4:00pm","December 4, 2018 6:00pm",Gallegos Elementary School,,2:00,,,"https://maps.google.com/maps?hl=en&q=Gallegos+Elementary+School+7415+Harrisburg+Blvd,++Houston+TX+77011",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"7415 Harrisburg Blvd, 
Houston TX
77011",
Dec 5th Wed 5:00 PM to 7:00 PM Creative Coding - Friends,Creative Coding - Friends,,,"December 5, 2018 5:00pm","December 5, 2018 7:00pm",Leonel Castillo Baker Ripley Community Center,,2:00,,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create cool projects with a friend! Design and program your own two-player games, create animated stories, and imagine
your future. Learn about how people change
the world with computers. Grab a friend and sign up!
You don’t need any experience with computers to sign up. Just bring your creativity and curiosity!",Image Copied on 2018-10-04 at 14.51.00 PM.png (https://dl.airtable.com/hfiNcc0SoOu249WXvM7Q_Image%20Copied%20on%202018-10-04%20at%2014.51.00%20PM.png),6th-8th,,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Dec 7th Fri 9:00 AM to 2:00 PM Invent to Learn at IDEAS Academy,Invent to Learn at IDEAS Academy,,,"December 7, 2018 9:00am","December 7, 2018 2:00pm",Houston Community College - West Houston Institute,,5:00,,,"https://maps.google.com/maps?hl=en&q=Houston+Community+College+-+West+Houston+Institute+2811+Hayes+Rd,++Houston+TX+77082",Invent to Learn,The Invent to Learn program at HCC West Houston Institute builds the creative and maker capacity of students in IDEAS Academy.  Students are empowered to imagine innovative solutions based on their intent and purpose through project-based learning.,My Post (2).jpg (https://dl.airtable.com/q9X3rHqoSCq8wDMpJjSq_My%20Post%20(2).jpg),9th-12,,,,,,,,,,,,,,"2811 Hayes Rd, 
Houston TX
77082",
Dec 10th Mon 4:00 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"December 10, 2018 4:00pm","December 10, 2018 6:00pm",Gallegos Elementary School,,2:00,,,"https://maps.google.com/maps?hl=en&q=Gallegos+Elementary+School+7415+Harrisburg+Blvd,++Houston+TX+77011",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"7415 Harrisburg Blvd, 
Houston TX
77011",
Dec 10th Mon 5:00 PM to 7:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"December 10, 2018 5:00pm","December 10, 2018 7:00pm",Leonel Castillo Baker Ripley Community Center,,2:00,,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Dec 11th Tue 4:00 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"December 11, 2018 4:00pm","December 11, 2018 6:00pm",Gallegos Elementary School,,2:00,,,"https://maps.google.com/maps?hl=en&q=Gallegos+Elementary+School+7415+Harrisburg+Blvd,++Houston+TX+77011",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"7415 Harrisburg Blvd, 
Houston TX
77011",
Dec 12th Wed 5:00 PM to 7:00 PM Creative Coding - Friends,Creative Coding - Friends,,,"December 12, 2018 5:00pm","December 12, 2018 7:00pm",Leonel Castillo Baker Ripley Community Center,,2:00,,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create cool projects with a friend! Design and program your own two-player games, create animated stories, and imagine
your future. Learn about how people change
the world with computers. Grab a friend and sign up!
You don’t need any experience with computers to sign up. Just bring your creativity and curiosity!",Image Copied on 2018-10-04 at 14.51.00 PM.png (https://dl.airtable.com/hfiNcc0SoOu249WXvM7Q_Image%20Copied%20on%202018-10-04%20at%2014.51.00%20PM.png),6th-8th,,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Dec 14th Fri 5:00 PM to 7:00 PM Creative Coding - Friends,Creative Coding - Friends,,,"December 14, 2018 5:00pm","December 14, 2018 7:00pm",Leonel Castillo Baker Ripley Community Center,,2:00,,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create cool projects with a friend! Design and program your own two-player games, create animated stories, and imagine
your future. Learn about how people change
the world with computers. Grab a friend and sign up!
You don’t need any experience with computers to sign up. Just bring your creativity and curiosity!",Image Copied on 2018-10-04 at 14.51.00 PM.png (https://dl.airtable.com/hfiNcc0SoOu249WXvM7Q_Image%20Copied%20on%202018-10-04%20at%2014.51.00%20PM.png),6th-8th,,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Dec 17th Mon 4:00 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"December 17, 2018 4:00pm","December 17, 2018 6:00pm",Gallegos Elementary School,,2:00,,,"https://maps.google.com/maps?hl=en&q=Gallegos+Elementary+School+7415+Harrisburg+Blvd,++Houston+TX+77011",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"7415 Harrisburg Blvd, 
Houston TX
77011",
Dec 18th Tue 4:00 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"December 18, 2018 4:00pm","December 18, 2018 6:00pm",Gallegos Elementary School,,2:00,,,"https://maps.google.com/maps?hl=en&q=Gallegos+Elementary+School+7415+Harrisburg+Blvd,++Houston+TX+77011",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"7415 Harrisburg Blvd, 
Houston TX
77011",
